theme,amenity,name,lat,lon
sustenance,cafe,Open Haus by Haus217,1.3145911,103.8596822
sustenance,pub,Carbon,1.3108041,103.8642368
sustenance,restaurant,The Con Artist,1.3118655,103.8634087
sustenance,cafe,Banchong,1.3122877,103.8644185
sustenance,cafe,Habitat,1.3091460,103.8611527
sustenance,restaurant,Beerthai House 2,1.3026459,103.8648137
sustenance,food_court,Thye Guan Eating House,1.3113949,103.8632781
sustenance,fast_food,The Hainan Story Chapter One,1.3055492,103.8602583
sustenance,restaurant,Makan Thai Food,1.3106188,103.8641690
sustenance,bar,Mystic,1.3150294,103.8594171
sustenance,pub,King's Cross,1.3119885,103.8634125
sustenance,restaurant,,1.3125806,103.8603476
sustenance,fast_food,Diva's Muslim Food,1.3267950,103.8449271
sustenance,restaurant,Fried Rice Story,1.3334408,103.9155467
sustenance,restaurant,Indulge,1.3290425,103.8485001
sustenance,cafe,Wicker Good,1.3265057,103.8482440
sustenance,restaurant,Estate,1.3021964,103.8359667
sustenance,bar,Ginger.Lily,1.3018363,103.8357926
sustenance,fast_food,KFC,1.3235694,103.8103166
sustenance,fast_food,,1.3237018,103.8104260
sustenance,restaurant,,1.3233745,103.8105325
sustenance,bar,Sandaime Bunji,1.2929597,103.8587472
sustenance,restaurant,Sho Yakitori Sushi,1.2929454,103.8588900
sustenance,restaurant,Quinn’s,1.2929079,103.8591992
sustenance,restaurant,Ole’s,1.2928945,103.8593074
sustenance,cafe,Killiney,1.3274291,103.8918835
sustenance,cafe,Killiney,1.3269104,103.8927333
sustenance,restaurant,Yap Chai Lack Roasted Pig,1.3277895,103.8930302
sustenance,cafe,Orange and Teal,1.3052396,103.7886196
sustenance,restaurant,Ling Brother Eating House,1.3378183,103.8869367
sustenance,restaurant,Otto Ristorante,1.2770993,103.8463718
sustenance,restaurant,Coffee & Tea 107,1.3380553,103.8867951
sustenance,restaurant,JW Korean Fo,1.3385095,103.8864501
sustenance,restaurant,Yu Cun,1.3392060,103.8859368
sustenance,restaurant,Saap Saap Thai,1.3164306,103.8967905
sustenance,cafe,Soul Coffee,1.3151057,103.8944878
sustenance,restaurant,Hokkai Small Town,1.3149438,103.8949366
sustenance,restaurant,Shi Li Fang,1.3151877,103.8945209
sustenance,restaurant,Osomatsu,1.3152375,103.8947107
sustenance,cafe,Little Red Dot,1.3145439,103.8945595
sustenance,fast_food,Sizzle Whizzle,1.3146382,103.8945456
sustenance,bar,Chug Chug,1.3161925,103.8934322
sustenance,restaurant,Salvo,1.3157780,103.8932258
sustenance,fast_food,Poke Theory,1.3165151,103.8932367
sustenance,bar,Killiney,1.3163020,103.8934682
sustenance,restaurant,Rempapa,1.3166270,103.8932827
sustenance,restaurant,Zing,1.3164094,103.8931851
sustenance,restaurant,Yhingthai Palace,1.2966518,103.8548195
sustenance,restaurant,Heniu Teppanyaki,1.3012285,103.8385111
sustenance,restaurant,Blue Lotus Opio Bar & Kitchen,1.2736297,103.8035201
sustenance,restaurant,St Pierre,1.2862755,103.8542246
sustenance,restaurant,Legendary Cart Noodle,1.3403169,103.7066105
sustenance,restaurant,The dancing crab,1.3002917,103.8400511
sustenance,restaurant,The Shelf Side,1.2753733,103.8444301
sustenance,restaurant,Route 65 Bar + Kitchen,1.2954671,103.8585896
sustenance,restaurant,Katong Delicious Boneless chicken rice,1.3036460,103.9005792
sustenance,fast_food,Park Bench Deli,1.2865001,103.8487051
sustenance,restaurant,Ma Maison Kitchen,1.2748144,103.8437449
sustenance,restaurant,Ura Hototogisu Ramen,1.2748567,103.8436514
sustenance,restaurant,Gyu Kaku,1.3065172,103.7884328
sustenance,restaurant,Breakthrough Cafe,1.2862408,103.8440597
sustenance,restaurant,Tai Liok Claypot chicken rice,1.2865346,103.8044952
sustenance,restaurant,Biseryu by Deli’s kitchen,1.3069054,103.8332840
sustenance,restaurant,Walking on Sushine,1.3007010,103.8399241
sustenance,fast_food,Ivan’s Carbina,1.4324347,103.7857766
sustenance,restaurant,Spizza,1.3163873,103.8355668
sustenance,restaurant,Carpenter and Cook,1.3408525,103.7735940
sustenance,restaurant,The book cafe,1.2911920,103.8388751
sustenance,restaurant,Miam Miam,1.2992244,103.8552729
sustenance,fast_food,Ashes Burnnit,1.2864820,103.8045960
sustenance,restaurant,De Luca Restaurant,1.3185357,103.8428229
sustenance,restaurant,Supersiam,1.2879100,103.8433660
sustenance,restaurant,Mackerel Otah,1.3104526,103.9017547
sustenance,restaurant,Ciel Patisserie,1.3529584,103.8868151
sustenance,restaurant,5 senses bistro,1.3065708,103.7882704
sustenance,restaurant,Trattoria La Vita,1.2869928,103.8471924
sustenance,restaurant,Supreme Ramen Xiao Long Bao,1.3088200,103.7929212
sustenance,restaurant,BistroG,1.2921464,103.8595279
sustenance,restaurant,Gading Indonesian Street Food,1.3044801,103.8338605
sustenance,restaurant,Pizza Republic,1.2915781,103.7841659
sustenance,restaurant,Dark Horse Japanese Bar,1.2860570,103.8497752
sustenance,restaurant,Carrara Cafe,1.2866646,103.8066972
sustenance,restaurant,Jin Yu Man Tang,1.3047747,103.9041600
sustenance,fast_food,Burger bar New York,1.2823142,103.8475242
sustenance,restaurant,The Mason Table,1.2924618,103.8490894
sustenance,restaurant,Happy Ending Pizza Parlour,1.3021342,103.8626533
sustenance,restaurant,Atico Lounge,1.3042559,103.8320052
sustenance,fast_food,Rochor Beancurd,1.3148919,103.8904948
sustenance,restaurant,Tingkat Peramakan,1.3139105,103.8527253
sustenance,restaurant,Abundance,1.2896189,103.8156537
sustenance,restaurant,Kokonoka Ryori,1.3050456,103.8626504
sustenance,restaurant,Beppu Menkan Japanese Noodle Restaurant,1.2845420,103.8475535
sustenance,restaurant,Guann Handmade minced Pork & Crab meatballs,1.2749195,103.8422456
sustenance,restaurant,Jian Zhao Ipoh curry noodle,1.3617323,103.8518830
sustenance,restaurant,Makan Melaka,1.3887447,103.9884459
sustenance,cafe,Yellow Cafe,1.2752094,103.8412078
sustenance,restaurant,Winestone,1.3143355,103.8287361
sustenance,restaurant,Ipoh curry noodle,1.3621484,103.8518070
sustenance,restaurant,Magal BBQ,1.2811774,103.8480249
sustenance,restaurant,Botanico at The Garage,1.3189632,103.8155809
sustenance,restaurant,Korat Thai Cafe,1.3071726,103.8292189
sustenance,restaurant,Si Wei Mao Cai Restaurant,1.2835657,103.8453954
sustenance,restaurant,Big Brand Satay Boutique,1.2839601,103.8467906
sustenance,restaurant,Buta Kabayaki,1.3012603,103.8384807
sustenance,restaurant,Ji Ji Noodle House,1.2854763,103.8457953
sustenance,restaurant,Gong He Guan,1.2840256,103.8451625
sustenance,restaurant,Inle Myanmar Restaurant,1.2921871,103.8506134
sustenance,restaurant,Moona Thai Kitchen,1.3533498,103.8875155
sustenance,cafe,The communal place,1.3066884,103.9046243
sustenance,cafe,Dolç Patisserie,1.2764754,103.8358641
sustenance,restaurant,Ta lu prawn noodle,1.2841961,103.8470360
sustenance,restaurant,Max’s restaurant,1.3076394,103.8335786
sustenance,restaurant,Lucca’s Trattoria,1.2916772,103.8416086
sustenance,restaurant,Walnut Tree,1.2774080,103.8394414
sustenance,restaurant,The Assembly Ground,1.2993963,103.8476990
sustenance,restaurant,Winestone,1.3138289,103.8284643
sustenance,restaurant,Dumpling.ru,1.2774259,103.8463384
sustenance,restaurant,Str Tao Taiwanese Cuisine,1.3363830,103.7553012
sustenance,restaurant,Smith’s Fish and chips,1.3160856,103.8358184
sustenance,restaurant,The Grumpy Bear,1.3547732,103.8309845
sustenance,restaurant,Plain vanilla,1.2816883,103.8479898
sustenance,restaurant,Zazz Pizza,1.2836930,103.8463823
sustenance,restaurant,Prawnaholic,1.3735350,103.9515286
sustenance,restaurant,Pranakorn,1.3893242,103.9873527
sustenance,restaurant,Mr Mamak,1.3883702,103.9869375
sustenance,restaurant,Moona Thaikitchen,1.3533239,103.8875008
sustenance,restaurant,Zazz Pizza,1.3027476,103.8505485
sustenance,fast_food,Ashes burnt burgers,1.2861500,103.8043227
sustenance,cafe,The Communal Place,1.3066838,103.9046349
sustenance,restaurant,Tai Liok Claypot Chicken Rice,1.2865847,103.8045279
sustenance,fast_food,Prawnaholic,1.3735670,103.9515012
sustenance,restaurant,Trattoria La vita,1.2869715,103.8471643
sustenance,restaurant,Tingkat Peramakan,1.3138983,103.8527185
sustenance,restaurant,Ciel Patisserie,1.3529432,103.8868102
sustenance,restaurant,Carpenter and Cook,1.3408297,103.7735816
sustenance,restaurant,The book cafe,1.2912244,103.8388866
sustenance,restaurant,Jian Zao Ipoh curry noodle,1.3617836,103.8518217
sustenance,restaurant,King of fried rice,1.3619683,103.8550982
sustenance,restaurant,Pranakorn,1.3893218,103.9873427
sustenance,cafe,Dolc Patisserie,1.2764770,103.8358479
sustenance,restaurant,Spizza,1.3164161,103.8355308
sustenance,restaurant,Abundance,1.2896278,103.8156344
sustenance,restaurant,Smith’s fish and chips,1.3160749,103.8358295
sustenance,restaurant,Mr Mamak,1.3882469,103.9869479
sustenance,restaurant,Sushi Express,1.3543146,103.9449129
sustenance,restaurant,The Sushi Bar,1.3543193,103.9450450
sustenance,restaurant,Genki Sushi,1.3523288,103.9449438
sustenance,restaurant,Itacho Sushi,1.3527988,103.9448807
sustenance,restaurant,Sushi Express Take Out,1.3538317,103.9446606
sustenance,restaurant,Don Dae Bak,1.2806793,103.8422618
sustenance,restaurant,The Social Space,1.2811281,103.8422188
sustenance,restaurant,,1.2845199,103.8439573
sustenance,restaurant,La Boca,1.3033082,103.8592052
sustenance,restaurant,Kinzu Izakaya,1.3033429,103.8592370
sustenance,restaurant,Twenty Grammes,1.3033666,103.8592675
sustenance,restaurant,Mr Mookata,1.2986959,103.8558946
sustenance,restaurant,,1.2767355,103.7916057
sustenance,restaurant,,1.2766887,103.7915885
sustenance,restaurant,,1.2766505,103.7916575
sustenance,restaurant,,1.2767022,103.7916834
sustenance,restaurant,99 Buona Vista Kitchen,1.2803918,103.7867994
sustenance,pub,,1.2806708,103.7869297
sustenance,restaurant,,1.2794542,103.7857006
sustenance,restaurant,Paradise Hotpot,1.3924490,103.8948466
sustenance,restaurant,Yakiniku Like,1.3924194,103.8948403
sustenance,restaurant,LeNu,1.3924186,103.8948125
sustenance,restaurant,Xin Xiong Ji Noodle House,1.2748315,103.8429140
sustenance,restaurant,Golden Ocean,1.3041638,103.9017766
sustenance,cafe,The Humble Scoop,1.3037150,103.9006987
sustenance,food_court,Katong Gourmet Centre,1.3035848,103.9005429
sustenance,cafe,Le Le Zhan,1.3036991,103.9009860
sustenance,pub,Babu's Place,1.3040358,103.9016767
sustenance,restaurant,Butter & Spice,1.3045053,103.9043453
sustenance,bar,BarCode,1.3045879,103.9042854
sustenance,restaurant,Tomi Sushi,1.3040494,103.9028553
sustenance,cafe,Group Therapy Cafe,1.3033615,103.9030812
sustenance,cafe,Yugoslavia,1.3034752,103.9031223
sustenance,restaurant,Burrata Joy Gustavo Lapasta,1.3031939,103.9031479
sustenance,cafe,Bread & Hearth,1.3039154,103.9028381
sustenance,restaurant,Yun Ga,1.3039423,103.9029177
sustenance,restaurant,Wine Mansion,1.3032373,103.9032445
sustenance,food_court,AMK 722 Food House,1.3720186,103.8475052
sustenance,food_court,Cheng San Food Centre,1.3726769,103.8545671
sustenance,food_court,Chop Fung Uk Restaurant,1.3711136,103.8634077
sustenance,food_court,Yi Jia Food Centre,1.3723042,103.8617554
sustenance,restaurant,Golden Leaf,1.3048575,103.9045067
sustenance,cafe,Camellia Tea Bar,1.3048951,103.9046618
sustenance,restaurant,Viva Loca,1.3050702,103.9046786
sustenance,restaurant,Shin Minori,1.3049588,103.9045838
sustenance,cafe,Killiney,1.3047286,103.9046021
sustenance,cafe,2Six,1.3048281,103.9045937
sustenance,restaurant,Kotobuki Yakitori,1.3048616,103.9047392
sustenance,fast_food,Poke Theory,1.3047856,103.9046539
sustenance,cafe,Starbucks,1.3051395,103.9043997
sustenance,cafe,Ambling Turtle,1.3049455,103.9040440
sustenance,restaurant,Dai-Ichi Fishmart,1.3046601,103.9042362
sustenance,cafe,Kind Kones,1.3050652,103.9051013
sustenance,cafe,Huggs Collective,1.3050423,103.9050136
sustenance,cafe,Fun Toast,1.3052316,103.9051228
sustenance,cafe,Totoi Toast,1.3051060,103.9049711
sustenance,restaurant,Guzman y Gomez,1.3055866,103.9048817
sustenance,cafe,Tea Pulse,1.3053700,103.9050524
sustenance,restaurant,Raken Ippudo,1.3053996,103.9051567
sustenance,fast_food,Magic Chicken Cutlet,1.3053838,103.9048505
sustenance,fast_food,Maki-san,1.3053346,103.9049629
sustenance,fast_food,Magic Gaadi,1.3054080,103.9048879
sustenance,ice_cream,Gelatissimo,1.3051652,103.9049191
sustenance,cafe,Gong Cha,1.3052629,103.9049531
sustenance,fast_food,Boost,1.3054523,103.9049220
sustenance,food_court,Malaysia Boleh!,1.3051194,103.9049221
sustenance,restaurant,Tim Ho Wan,1.3056277,103.9050336
sustenance,food_court,Kim San Leng Food Centre,1.3674052,103.8395715
sustenance,restaurant,Himawari,1.2739435,103.8033847
sustenance,restaurant,Ju Shin Jung,1.2738829,103.8032978
sustenance,fast_food,Encik Tan,1.2736264,103.8017650
sustenance,cafe,Wine & Kitchen,1.3004667,103.8372850
sustenance,restaurant,Imperial Treasure Steamboat,1.3000586,103.8372241
sustenance,restaurant,Kei Kaisendon,1.3001528,103.8373859
sustenance,restaurant,Han’s,1.3001236,103.8377822
sustenance,restaurant,$1.30 Dim Sum,1.3589211,103.8914045
sustenance,cafe,,1.3136478,103.9882648
sustenance,restaurant,Wan Chai HongKong Tea Room 灣仔香港奶茶店,1.3343334,103.7471021
sustenance,restaurant,Long Beach,1.3352585,103.7463699
sustenance,fast_food,Daun Pandan Rice Dumpling,1.3349179,103.7470163
sustenance,restaurant,Canton Paradise 樂天小香港,1.3342659,103.7433154
sustenance,cafe,Coffee Hive,1.3021051,103.8536634
sustenance,restaurant,Gurney Drive,1.4176847,103.9013786
sustenance,cafe,VS Café,1.4178098,103.9013108
sustenance,restaurant,Gaku Sushi Bar,1.4176018,103.9014783
sustenance,food_court,Cantine,1.4181923,103.9010666
sustenance,restaurant,Dancing Crab,1.4180126,103.9010937
sustenance,restaurant,Mama Hulruk,1.4176350,103.9014181
sustenance,fast_food,4Fingers,1.4180387,103.9012039
sustenance,fast_food,A&W,1.4175772,103.9015045
sustenance,fast_food,Little Caesars,1.4169059,103.9016400
sustenance,cafe,Creamier,1.4177451,103.9013257
sustenance,food_court,The Lobby by Food Paradise,1.3108201,103.8598949
sustenance,restaurant,Mata Thai,1.3111001,103.8601431
sustenance,cafe,Ai Cafe,1.3106198,103.8608404
sustenance,restaurant,Ma Ma Spin Pot,1.3110527,103.8601817
sustenance,fast_food,Subway,1.3081826,103.8621753
sustenance,restaurant,Penang Savour,1.3082655,103.8620388
sustenance,restaurant,Yan Chuan Roasters,1.3084051,103.8622273
sustenance,fast_food,The Saladbox,1.3082201,103.8621111
sustenance,cafe,99 Cafe,1.3084126,103.8621953
sustenance,cafe,Fun Toast,1.3017657,103.8570358
sustenance,cafe,Pancake Place,1.3015976,103.8600831
sustenance,bar,Taylor Adam,1.2842356,103.8511698
sustenance,cafe,Galilee(?),1.3326177,103.7397424
sustenance,fast_food,摩斯漢堡,1.3589571,103.7520798
sustenance,restaurant,Zhang Liang,1.2987304,103.8545622
sustenance,restaurant,Hey! Yakiniku,1.2986048,103.8544632
sustenance,cafe,Monochrome,1.3077846,103.8577241
sustenance,cafe,Pyroast,1.2912728,103.7847483
sustenance,cafe,,1.3152634,103.8162187
sustenance,cafe,Everyday Vegan Grocer,1.3375488,103.7937193
sustenance,food_court,Let's Eat!,1.3378933,103.7936325
sustenance,restaurant,Tribecca,1.3369688,103.7939099
sustenance,restaurant,Ah Yat Seafood Restaurant,1.3373091,103.7938056
sustenance,cafe,HotChic2,1.3373788,103.7937489
sustenance,restaurant,Owen Seafood Restaurant,1.3376093,103.7936490
sustenance,pub,0n1 Sports Bistro,1.3381106,103.7935391
sustenance,restaurant,Foresta,1.3373082,103.7938762
sustenance,restaurant,Napolizz Pizza,1.3374859,103.7937774
sustenance,restaurant,Huats Kee Fish Head Steamboat,1.3380007,103.7935774
sustenance,restaurant,Bucketta,1.3379115,103.7934948
sustenance,restaurant,記南,1.3378365,103.7936433
sustenance,restaurant,E-Sarn Thai Cuisine,1.3376700,103.7936941
sustenance,restaurant,Karu's Banana Leaf,1.3374201,103.7938116
sustenance,fast_food,A Poke Theory,1.2993055,103.8582004
sustenance,food_court,Let's Eat!,1.2992582,103.8578043
sustenance,cafe,Joe & Dough,1.2993966,103.8583694
sustenance,restaurant,Chaoniu Hot Pot,1.2992383,103.8579144
sustenance,restaurant,Nana's Green Tea,1.2992869,103.8580628
sustenance,cafe,So France,1.2991583,103.8579760
sustenance,cafe,Round Boy Roasters,1.2777496,103.8303621
sustenance,restaurant,The Jungle Boy,1.2818127,103.8481384
sustenance,fast_food,Coconut Queen,1.3917141,103.8948222
sustenance,restaurant,Roots Mediterranean,1.3313015,103.8074224
sustenance,cafe,Starbucks,1.2779054,103.8354616
sustenance,restaurant,Koufu,1.2774512,103.8352012
sustenance,restaurant,Kopitiam,1.2799813,103.8345529
sustenance,restaurant,Akimitsu,1.3339577,103.9622734
sustenance,restaurant,Ichiban Sushi,1.3342972,103.9629750
sustenance,restaurant,The Soup Spoon Union,1.3342144,103.9628183
sustenance,restaurant,Saizeriya,1.3343368,103.9621253
sustenance,restaurant,Curry is Drink,1.3339216,103.9623692
sustenance,cafe,BaWangChaJi,1.3347548,103.9626313
sustenance,restaurant,The Fishball Folks,1.3346198,103.9623832
sustenance,restaurant,Idaten Udon,1.3343377,103.9630020
sustenance,restaurant,Wee Nam Kee Chicken Rice,1.3340649,103.9622981
sustenance,restaurant,Gong Yuan Ma La Tang,1.3346579,103.9624803
sustenance,cafe,Starbucks,1.3342567,103.9628834
sustenance,restaurant,Wok Master,1.3340270,103.9624058
sustenance,restaurant,Manna,1.3343257,103.9629596
sustenance,cafe,Milksha,1.3343926,103.9627440
sustenance,restaurant,Shabu Shai,1.3340584,103.9628794
sustenance,restaurant,Tamago-EN,1.3343396,103.9625996
sustenance,restaurant,Manna Bistro & Grill,1.3341320,103.9624058
sustenance,restaurant,Aburi-En,1.3343318,103.9627474
sustenance,restaurant,Han's,1.3346842,103.9627672
sustenance,restaurant,Monster Chili,1.3344020,103.9628360
sustenance,restaurant,PaPer Rice,1.3341829,103.9628652
sustenance,restaurant,The Dim Sum Place,1.3339484,103.9628219
sustenance,cafe,Huggs Coffee,1.3345447,103.9629280
sustenance,restaurant,Heart,1.2786342,103.8363217
sustenance,cafe,Kaffe & Toast,1.2788501,103.8359854
sustenance,cafe,O Coffee Club Xpress,1.2813077,103.8354660
sustenance,restaurant,Gyu-Kaku,1.4071208,103.9029018
sustenance,cafe,Vibes Cafe,1.4074607,103.9032894
sustenance,cafe,Nami Café,1.2943392,103.7757180
sustenance,cafe,,1.2786357,103.8345578
sustenance,cafe,Triplets,1.2795501,103.8352364
sustenance,restaurant,Kaffe & Toast,1.2795340,103.8349655
sustenance,restaurant,Arbora,1.2713355,103.8191608
sustenance,restaurant,Thai Master Kitchen,1.3794690,103.8882645
sustenance,food_court,Fu Fa Food Court,1.3795690,103.8878011
sustenance,food_court,Food Loft,1.3788304,103.8877928
sustenance,cafe,,1.3649955,103.8651089
sustenance,fast_food,Long John Silver's,1.3429442,103.9531351
sustenance,restaurant,Andes,1.3423233,103.9530522
sustenance,cafe,Deliz Cafe,1.3426548,103.9528909
sustenance,restaurant,Buddy Hoagies,1.3423546,103.9531135
sustenance,food_court,Boleh Boleh!,1.3425229,103.9532419
sustenance,restaurant,Shi Li Fang,1.3424608,103.9532523
sustenance,restaurant,Takagi Ramen,1.3430411,103.9531209
sustenance,cafe,Ya Kun Kaya Toast,1.3427208,103.9529363
sustenance,restaurant,Saizeriya,1.3425746,103.9532383
sustenance,fast_food,MOS Burger,1.3423833,103.9532897
sustenance,cafe,Heavenly Wang,1.3426172,103.9529887
sustenance,restaurant,Pizza Hut,1.3425681,103.9532837
sustenance,fast_food,Burger King,1.3429154,103.9532261
sustenance,restaurant,JinShangYiPin,1.3426956,103.9527253
sustenance,fast_food,Qiji,1.3431225,103.9530671
sustenance,restaurant,Sanook Kitchen,1.3424551,103.9529308
sustenance,restaurant,Nandhana's,1.3424065,103.9531845
sustenance,fast_food,Subway,1.3426286,103.9528352
sustenance,cafe,KOI The,1.3423546,103.9531931
sustenance,fast_food,KFC,1.3425190,103.9533402
sustenance,fast_food,Wok Hey,1.3427078,103.9537033
sustenance,cafe,Gong Cha,1.3426472,103.9537524
sustenance,fast_food,U Taste Express,1.3539328,103.9433039
sustenance,restaurant,Monster Curry,1.3541968,103.9454012
sustenance,fast_food,King Of Braise,1.3536372,103.9449647
sustenance,fast_food,McDonald's,1.3545071,103.9438860
sustenance,fast_food,McDonald's,1.3534782,103.9433720
sustenance,cafe,KOI The,1.3548397,103.9442283
sustenance,restaurant,Tim Ho Wan,1.3544576,103.9446436
sustenance,fast_food,Dunkin' Donuts,1.3536655,103.9449402
sustenance,food_court,NTWU Canteen,1.3538726,103.9428606
sustenance,cafe,R&B巡茶,1.3537209,103.9448914
sustenance,fast_food,MOS Burger,1.3537786,103.9405698
sustenance,cafe,19 Tea,1.3538757,103.9406786
sustenance,cafe,Dutch Colony Coffee Co.,1.3524393,103.9410898
sustenance,fast_food,Encik Tan,1.3534471,103.9403826
sustenance,restaurant,Nadyas,1.3931851,103.9175620
sustenance,restaurant,Beastro,1.3932667,103.9176222
sustenance,restaurant,Kin Kao Mai,1.3935066,103.9178431
sustenance,restaurant,Pump Station 1965,1.3936073,103.9179050
sustenance,restaurant,Seoul Good,1.3933191,103.9176592
sustenance,restaurant,Pangium,1.3145629,103.8093493
sustenance,food_court,Broadway Coffeeshop,1.4249360,103.8460515
sustenance,cafe,KOI The,1.3828387,103.8935843
sustenance,fast_food,Subway,1.3829243,103.8935918
sustenance,restaurant,Osteria Mozza,1.3020717,103.8359381
sustenance,restaurant,Fu Lin Men (NSRCC),1.3187247,103.9740138
sustenance,restaurant,Soi Aroy,1.3032427,103.8532722
sustenance,restaurant,The Gyu Co,1.3300359,103.7446197
sustenance,restaurant,Thai Kha,1.2871317,103.8451050
sustenance,bar,Char Seal Bar,1.2870738,103.8452068
sustenance,cafe,A&A,1.2870382,103.8453436
sustenance,cafe,Island Vintage Cafe,1.2870304,103.8450679
sustenance,cafe,Ark Biztro,1.2869231,103.8452861
sustenance,restaurant,大口吃,1.2869886,103.8451975
sustenance,cafe,L'Atelier,1.2894026,103.8470595
sustenance,restaurant,Santouka,1.2890371,103.8459561
sustenance,restaurant,Bee Heong Palace Restaurant,1.3713339,103.8289612
sustenance,fast_food,Saladstop,1.2842821,103.8502843
sustenance,cafe,% Arabica,1.2837865,103.8502471
sustenance,cafe,Bee's Knees Urban,1.2842139,103.8502730
sustenance,food_court,Rasa Rasa @ Sengkang,1.3826956,103.8910887
sustenance,restaurant,Seletar Corner,1.3862514,103.8734820
sustenance,restaurant,Seletar Hill Restaurant,1.3858325,103.8731199
sustenance,bar,Bar Bar Black Sheep,1.3018146,103.7725549
sustenance,restaurant,Maccha House 抹茶館,1.3008553,103.8393292
sustenance,restaurant,Kim Dae Mun Korean Food,1.3003436,103.8425931
sustenance,food_court,Techno Edge Canteen,1.2979465,103.7715153
sustenance,restaurant,Ginett,1.3007449,103.8514794
sustenance,cafe,Sidetrack,1.3123074,103.8629884
sustenance,cafe,AK47,1.3127116,103.8627664
sustenance,cafe,Claps,1.2985110,103.8518484
sustenance,fast_food,Menbo Lah!,1.3119156,103.8632965
sustenance,restaurant,Hao Lai Ke,1.3103551,103.8640630
sustenance,fast_food,King of Pao Fan,1.3118376,103.8631931
sustenance,cafe,Au Croissant,1.3102708,103.8639840
sustenance,restaurant,Ng Kuan Chilli Pan Mee,1.3008715,103.8518649
sustenance,restaurant,Seow Choon Hua,1.3013020,103.8612021
sustenance,fast_food,Takeaway Specialist,1.3117304,103.8632326
sustenance,fast_food,Boost,1.2911998,103.8500481
sustenance,fast_food,McDonald's,1.3190438,103.8617815
sustenance,restaurant,Anson Town,1.3272328,103.8455375
sustenance,cafe,Red Apple Veggie Cafe,1.3003613,103.8522299
sustenance,restaurant,Timbre X S.E.A.,1.2878476,103.8507929
sustenance,cafe,Toast Box,1.2896479,103.8561724
sustenance,cafe,Nai Nai's Newyear Noodle,1.3118045,103.8631492
sustenance,ice_cream,Just Lazzat,1.3117801,103.8632974
sustenance,cafe,Maxi Coffee Bar,1.2814584,103.8453728
sustenance,ice_cream,Wonder Gelato,1.2986518,103.8516861
sustenance,fast_food,Aladdin's Castle,1.3013972,103.8498268
sustenance,fast_food,Turkish Atas Kebab,1.3003618,103.8520060
sustenance,food_court,Old Airport Road Food Centre,1.3082727,103.8858564
sustenance,restaurant,Coffee Lounge,1.3084257,103.8339896
sustenance,restaurant,L'Espresso,1.3087855,103.8343693
sustenance,restaurant,Gordon Grill,1.3088849,103.8343137
sustenance,restaurant,Min Jiang,1.3086682,103.8343097
sustenance,restaurant,Jiang-Nan Chun,1.3051160,103.8287373
sustenance,restaurant,One-Ninety Restaurant,1.3051308,103.8286622
sustenance,restaurant,Nobu,1.3051823,103.8287476
sustenance,restaurant,The Line,1.3113306,103.8268068
sustenance,restaurant,Shang Palace,1.3113791,103.8267144
sustenance,fast_food,Old Chang Kee 老曾记,1.3071336,103.8331101
sustenance,cafe,,1.2751078,103.7945393
sustenance,fast_food,Domino's,1.3850146,103.9024730
sustenance,food_court,Fine Food,1.3039452,103.7736476
sustenance,restaurant,Chop Chop,1.3036649,103.7739095
sustenance,fast_food,Subway,1.3044341,103.7729295
sustenance,restaurant,Kaveri,1.3571837,103.9863086
sustenance,restaurant,Hong Kong Zhai 香港仔,1.2909865,103.8585336
sustenance,restaurant,BORNGA 본가,1.2946388,103.8603258
sustenance,restaurant,Ssak3 싹쓰리,1.2973249,103.8534694
sustenance,cafe,matchaya,1.2949726,103.8598732
sustenance,cafe,Community Coffee,1.2838443,103.8455104
sustenance,restaurant,Pizza Hut,1.3297426,103.8737890
sustenance,restaurant,Coffee House,1.3298373,103.8740379
sustenance,restaurant,Sin Li Food Junction,1.3302593,103.8751228
sustenance,restaurant,Cross Straits 两岸小食,1.3072300,103.8339059
sustenance,restaurant,NaNa Thai Restaurant,1.3073397,103.8339879
sustenance,restaurant,Pondok Jawa Timur,1.3073333,103.8340050
sustenance,restaurant,Nanbantei 南蛮亭,1.3069683,103.8336261
sustenance,restaurant,Ah Yat Kitchen 阿一厨坊,1.3068330,103.8335146
sustenance,restaurant,Puncak Muslim Food,1.3075213,103.8335553
sustenance,restaurant,New Station Snack Bar 新食站厨,1.3074900,103.8335407
sustenance,restaurant,辣家小館,1.3019805,103.8495852
sustenance,food_court,Leong Eating House,1.4001927,103.9188640
sustenance,cafe,Sugartown,1.4000745,103.9189808
sustenance,restaurant,Al-Haji,1.3258283,103.9230420
sustenance,restaurant,Local,1.2985710,103.8503509
sustenance,food_court,Food Dynasty,1.2979217,103.8498849
sustenance,fast_food,,1.2979600,103.8490793
sustenance,cafe,Yuungo,1.2990875,103.8507697
sustenance,food_court,ABC Sultan PTE LTD,1.3029669,103.8616884
sustenance,cafe,Starbucks,1.2977972,103.8500357
sustenance,fast_food,DonNBap,1.3031778,103.8615307
sustenance,cafe,Huggs Collective,1.2975577,103.8502921
sustenance,restaurant,Box N Sticks,1.3021804,103.8597360
sustenance,food_court,Sultan's Kitchen,1.3032347,103.8615036
sustenance,cafe,Sun Ray Cafe (pet friendly),1.3630575,103.8712939
sustenance,restaurant,Imperial Treasure Fine Shanghai Cuisine,1.3027091,103.8347966
